LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,Mar,9,10:40:56,Client01,kernel,[    0.000000] Linux version 5.0.0-1032-azure (buildd@lcy01-amd64-016) (gcc version 7.4.0 (Ubuntu 7.4.0-1ubuntu1~18.04.1)) #34-Ubuntu SMP Mon Feb 10 19:37:25 UTC 2020 (Ubuntu 5.0.0-1032.34-azure 5.0.21),be94182a,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-azure (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Mon Feb <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-azure <*>.<*>.<*>),"['0.000000', '5', '0.0-1032', '016', '7', '4.0', '7', '4.0', '18', '04.1', '34', '10 19', '37:25', '2020', '5', '0', '0-1032.34', '5', '0.21']"
2,Mar,9,10:40:56,Client01,kernel,[    0.000000] Command line: BOOT_IMAGE=/boot/vmlinuz-5.0.0-1032-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=300,114429ff,[ <*>.<*>] Command line: BOOT_IMAGE=/boot/vmlinuz-<*>.<*>.<*>-<*>-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=<*>,"['0.000000', '5', '0.0-1032', '300']"
3,Mar,9,10:40:56,Client01,kernel,[    0.000000] KERNEL supported cpus:,965b1ec6,[ <*>.<*>] KERNEL supported cpus:,['0.000000']
4,Mar,9,10:40:56,Client01,kernel,[    0.000000]   Intel GenuineIntel,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Intel GenuineIntel']"
5,Mar,9,10:40:56,Client01,kernel,[    0.000000]   AMD AuthenticAMD,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'AMD AuthenticAMD']"
6,Mar,9,10:40:56,Client01,kernel,[    0.000000]   Hygon HygonGenuine,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Hygon HygonGenuine']"
7,Mar,9,10:40:56,Client01,kernel,[    0.000000]   Centaur CentaurHauls,936b8562,[ <*>.<*>] <*> <*>,"['0.000000', 'Centaur CentaurHauls']"
8,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers',fde341ba,[ <*>.<*>] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers',['0.000000']
9,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x002:', ""'SSE registers'""]"
10,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x004:', ""'AVX registers'""]"
11,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers',21239b8b,[ <*>.<*>] x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers',['0.000000']
12,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x010:', ""'MPX CSR'""]"
13,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x020: 'AVX-512 opmask',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x020:', ""'AVX-512 opmask'""]"
14,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x040: 'AVX-512 Hi256',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x040:', ""'AVX-512 Hi256'""]"
15,Mar,9,10:40:56,Client01,kernel,[    0.000000] x86/fpu: Supporting XSAVE feature 0x080: 'AVX-512 ZMM_Hi256',a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,"['0.000000', '0x080:', ""'AVX-512 ZMM_Hi256'""]"
16,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '2', '576', '2', '256']"
17,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '3', '832', '3', '64']"
18,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '4', '896', '4', '64']"
19,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[5]:  960, xstate_sizes[5]:   64",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '5', '960', '5', '64']"
20,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[6]: 1024, xstate_sizes[6]:  512",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '6', '1024', '6', '512']"
21,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: xstate_offset[7]: 1536, xstate_sizes[7]: 1024",94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>","['0.000000', '7', '1536', '7', '1024']"
22,Mar,9,10:40:56,Client01,kernel,"[    0.000000] x86/fpu: Enabled xstate features 0xff, context size is 2560 bytes, using 'compacted' format.",51ae9b48,"[ <*>.<*>] x86/fpu: Enabled xstate features <*> context size is <*> bytes, using <*> format.","['0.000000', '0xff,', '2560', ""'compacted'""]"
23,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-provided physical RAM map:,679f5927,[ <*>.<*>] BIOS-provided physical RAM map:,['0.000000']
24,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000000000-0x000000000009fbff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000000000-0x000000000009fbff] usable']"
25,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x000000000009fc00-0x000000000009ffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x000000000009fc00-0x000000000009ffff] reserved']"
26,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x00000000000e0000-0x00000000000fffff] reserved']"
27,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x0000000000100000-0x000000003ffeffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000000100000-0x000000003ffeffff] usable']"
28,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x000000003fff0000-0x000000003fffefff] ACPI data,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003fff0000-0x000000003fffefff]', 'data']"
29,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x000000003ffff000-0x000000003fffffff] ACPI NVS,976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,"['0.000000', '0x000000003ffff000-0x000000003fffffff]', 'NVS']"
30,Mar,9,10:40:56,Client01,kernel,[    0.000000] BIOS-e820: [mem 0x0000000100000000-0x00000002bfffffff] usable,d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,"['0.000000', '0x0000000100000000-0x00000002bfffffff] usable']"
31,Mar,9,10:40:56,Client01,kernel,[    0.000000] printk: bootconsole [earlyser0] enabled,8f72dbf6,[ <*>.<*>] <*> <*> <*> enabled,"['0.000000', 'printk:', 'bootconsole [earlyser0]']"
32,Mar,9,10:40:56,Client01,kernel,[    0.000000] NX (Execute Disable) protection: active,a2cd9fdb,[ <*>.<*>] NX (Execute Disable) protection: active,['0.000000']
33,Mar,9,10:40:56,Client01,kernel,[    0.000000] SMBIOS 2.3 present.,271e8bd5,[ <*>.<*>] SMBIOS <*>.<*> present.,"['0.000000', '2.3']"
34,Mar,9,10:40:56,Client01,kernel,"[    0.000000] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS 090007  06/02/2017",b20e8a2e,"[ <*>.<*>] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS <*> <*>/<*>/<*>","['0.000000', '090007  06', '02/2017']"
35,Mar,9,10:40:56,Client01,kernel,[    0.000000] Hypervisor detected: Microsoft Hyper-V,91ab13e8,[ <*>.<*>] Hypervisor detected: Microsoft Hyper-V,['0.000000']
36,Mar,9,10:40:56,Client01,kernel,"[    0.000000] Hyper-V: features 0x2e7f, hints 0x44c2c",9d9bfdd0,"[ <*>.<*>] Hyper-V: features 0x2e7f, hints 0x44c2c",['0.000000']
37,Mar,9,10:40:56,Client01,kernel,[    0.000000] Hyper-V Host Build:14393-10.0-0-0.305,e41e7a65,[ <*>.<*>] Hyper-V Host Build:<*>-<*>.<*>-<*>-<*>.<*>,"['0.000000', '14393-10', '0', '0-0.305']"
38,Mar,9,10:40:56,Client01,kernel,[    0.000000] Hyper-V: LAPIC Timer Frequency: 0xc3500,14bf15a5,[ <*>.<*>] Hyper-V: LAPIC Timer Frequency: 0xc<*>,"['0.000000', '3500']"
39,Mar,9,10:40:56,Client01,kernel,[    0.000000] tsc: Marking TSC unstable due to running on Hyper-V,eaf7708b,[ <*>.<*>] tsc: Marking TSC unstable due to running on Hyper-V,['0.000000']
