EventId,EventTemplate,Occurrences
f844a46d,cannot open file /run/tmpkbd.DULnWm,5
e2d09e15,Inserted module <*>,10
5c9b0447,Started Remount Root and Kernel File Systems.,1
ba55b8d7,Starting Load/Save Random Seed...,1
e1db1317,Starting Flush Journal to Persistent Storage...,5
17ce3d3e,Starting Create Static Device Nodes in /dev...,1
cb78deec,Started Load/Save Random Seed.,1
2ac0e54c,Started udev Coldplug all Devices.,5
f95692bb,Started <*> Kernel <*>,10
96c375ea,Starting Apply Kernel Variables...,5
40de610b,Mounting <*> <*> File System...,10
737d7ce7,Mounted <*> <*> File System.,10
11aa1702,Started Create Static Device Nodes in /dev.,4
162521f7,Started LVM2 metadata daemon.,5
22110ed5,Starting udev Kernel Device Manager...,4
7a4412e1,Started Flush Journal to Persistent Storage.,5
92499399,"Started Monitoring of LVM2 mirrors, snapshots etc. using dmeventd or progress polling.",5
0964e582,Started udev Kernel Device Manager.,5
b4c65ba8,"link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.",10
07b8c44b,Found device <*>,10
5ca53dd5,Listening on Load/Save RF Kill Switch Status /dev/rfkill Watch.,5
af718609,Started Hyper-V <*> Protocol Daemon.,10
5c47e00b,KVP starting; pid is:<*>,5
ab48c2c2,KVP LIC Version: <*>.<*>,5
046d6255,Started Set the console keyboard layout.,5
2e7c532c,Started Dispatch Password Requests to Console Directory Watch.,5
34b1ff8d,Reached target Local <*> <*>,6
46c291bc,Reached target <*> File Systems (Pre).,10
aba829c1,Found device Virtual_Disk <*>,9
4b01651f,Mounting /boot/efi...,5
eb46e2d7,Mounted /boot/efi.,5
c28ff93c,Starting AppArmor initialization...,5
0ef14e86,Starting Tell Plymouth To Write Out Runtime Data...,9
553b6ace,Starting Create Volatile Files and Directories...,5
46a50284,Starting Commit a transient machine-id on disk...,1
cf714a33,Starting ebtables ruleset management...,5
5be8af45,Starting Set console font and keymap...,5
789c1938,Started Set console font and keymap.,5
6c9f2ba4,Started Tell Plymouth To Write Out Runtime Data.,9
e752b074,Started Commit a transient machine-id on disk.,1
0dce4002,Started Create Volatile Files and Directories.,5
efe6c9f1,Starting Network <*> <*>,10
5ec4b9d4,* Starting AppArmor profiles,5
49f78a1f,Starting Update UTMP about System Boot/Shutdown...,5
23674c1b,Started Update UTMP about System Boot/Shutdown.,5
556c2007,Started ebtables ruleset management.,5
19632b36,Started Network <*> <*>,10
f1929b07,Reached target System Time Synchronized.,5
48b736f2,Skipping profile in /etc/apparmor.d/disable: <*>,8
5917eca7,...done.,15
0996564c,Started AppArmor initialization.,5
e78729f5,Starting Initial cloud-init job (pre-networking)...,5
70e76c7a,+ [ -e /var/lib/cloud/instance/obj.pkl ],5
c5c10621,+ exit <*>,5
06949766,Internet Systems Consortium DHCP Client <*>.<*>.<*>,9
bc90b480,Copyright <*>-<*> Internet Systems Consortium.,9
1efc109b,All rights reserved.,9
137389d4,"For info, please visit https://www.isc.org/software/dhcp/",9
ac5114e9,Listening on LPF/eth0/<*>:0d:3a:ab:<*>:b<*>,9
bbadc51a,Sending on <*>,18
8692bb20,DHCPDISCOVER on eth0 to <*> port <*> interval <*> <*>,13
11199ca5,DHCPREQUEST of <*> on eth0 to <*> port <*> <*>,9
82041fd7,DHCPOFFER of <*> from <*>,9
151a0778,DHCPACK of <*> from <*>,9
032e2c6f,bound to <*> -- renewal in <*> seconds.,9
9719122c,Cloud-init v. <*>.<*>-<*>-gbb4131a2-0ubuntu1~<*>.<*>.<*> running <*> at <*> <*> Mar <*> <*>:<*>:<*> <*>. Up <*>.<*> seconds.,20
4d107eed,Started Initial cloud-init job (pre-networking).,5
3f508636,Reached target <*> <*>,43
2e322db0,Starting <*> Service...,15
d7e5ae8a,Enumeration completed,5
251593e6,Started <*> Service.,15
f4377478,eth0: Link <*>,23
85e5c000,eth0: Gained <*>,20
1968e964,eth0: Lost carrier,9
29a897b8,Starting Wait for Network to be Configured...,5
48f48d37,eth0: IPv6 successfully enabled,5
fda80c60,lo: Link is not managed by us,5
16786b5a,ignoring: lo,18
7fab82ac,message repeated <*> times: [ ignoring: lo],1
9d5e0649,Positive Trust Anchors:,5
52252e0a,. IN DS <*> <*> <*> 49aac11d7b6f6446702e54a1607371607a1a41855200fd2ce1cdde32f24e8fb<*>,5
feb133fd,. IN DS <*> <*> <*> e06d44b80b8f1d39a95c0b0d7c65d08458e880409bbc683457104237c7f8ec8d,5
02923d72,Negative trust anchors: <*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa d.f.ip6.arpa corp home internal intranet lan local private test,5
d354f02b,Using system hostname 'Client02'.,5
1482f31a,Reached target <*>,32
50ef944c,Reached target Host and Network Name Lookups.,5
0de29e31,eth0: DHCPv4 address <*>/<*> via <*>,5
d4606850,"Network configuration changed, trying to establish connection.",16
97681fc7,eth0: Configured,5
02a30c10,managing: eth<*>,5
4969deb1,Started Wait for Network to be Configured.,5
cdc459be,Starting Initial cloud-init job (metadata service crawler)...,5
6b06146e,ci-info: ++++++++++++++++++++++++++++++++++++Net device info+++++++++++++++++++++++++++++++++++++,5
08a08cfa,ci-info: <*>,45
547d2eda,ci-info: | <*> | <*> | <*> | <*> | <*> | <*> |,50
d12607e6,ci-info: ++++++++++++++++++++++++++++++Route IPv4 info+++++++++++++++++++++++++++++++,5
18f76c70,ci-info: +++++++++++++++++++Route IPv6 info+++++++++++++++++++,5
f9acf2a5,ci-info: | <*> | <*> | <*> | <*> | <*> |,20
9eb84f4a,Version <*>.<*>.<*> integrated FUSE <*>,5
966d1e94,"Mounted /dev/sdb1 (Read-Only, label ""Temporary Storage"", NTFS <*>.<*>)",5
a04e25eb,Cmdline options: ro,5
86114c71,"Mount options: ro,allow_other,nonempty,relatime,fsname=/dev/sdb1,blkdev,blksize=<*>",5
3167901f,"Ownership and permissions disabled, configuration type <*>",5
9aaebc4f,Unmounting /dev/sdb1 (Temporary Storage),5
c39f5440,Reloading.,26
3b53b44e,Generating public/private <*> key pair.,4
d16be467,Your identification has been saved in <*>,4
75d28c0d,Your public key has been saved in <*>,4
e330a02d,The key fingerprint is:,4
c784e62e,<*> root@Client<*>,4
890114fb,The key's randomart image is:,4
05a160dc,+---[RSA <*>]----+,1
1f5411c5,| <*> <*> |,3
817dd825,| . <*> <*> <*> |,6
2c006643,| + +.=+o+.. .|,1
52bb2854,| <*> <*> . |,3
1d1e9393,| ..o oo o |,1
d17318ba,+----[SHA256]-----+,4
dd21cfec,+---[DSA <*>]----+,1
9900485a,| <*>,8
2da1e2ae,| ...=.o =|,1
7a15d636,| S = =.oo|,1
3a5df214,| o o+*|,1
98d28617,+---[ECDSA <*>]---+,1
b843cbac,|* o..+. .... |,1
5c1e6a19,|.o = == oo..o |,1
f10dbe10,|... + *+=+o .o . |,1
d84f171f,|E . =o+ + oo.+ |,1
200498e3,| <*> |,2
2044903c,+--[ED25519 <*>]--+,1
8cd48459,| o O * + |,1
c0ed4bf7,| . @ . o .|,1
c1cebc89,| .S* + . . |,1
93cc29d3,| . ..+ o o|,1
6e105162,| o.+ +*... B|,1
7c647ef1,Started Initial cloud-init job (metadata service crawler).,5
b46a9c57,starting; pid is:<*>,5
3b5fac87,open /dev/vmbus/hv_fcopy failed; error: <*> No such file or directory,5
d3980a7a,Started Daily Cleanup of Temporary Directories.,5
f2ba3844,VSS starting; pid is:<*>,5
b362abbb,Listening on <*> <*> <*> socket.,10
c5381bd5,VSS: kernel module version: <*>,5
4c52e87a,Starting LXD - <*> <*>,10
0040ef3e,[system] AppArmor D-Bus mediation is enabled,5
345a768e,Started Message of the Day.,9
d39a60d5,Listening on D-Bus <*> Message Bus Socket.,7
8694f3ec,Starting Socket activation for snappy daemon.,5
43d542ce,Started Daily apt download activities.,7
81d45750,Listening on <*> <*> Socket.,10
29d363e3,Started ACPI Events Check.,5
f19f71b6,Started Discard unused blocks once a week.,5
be35dfa1,Started Daily apt upgrade and clean activities.,7
18485d6f,Reached target Network is Online.,5
53251afc,Starting Availability of block devices...,5
fdfb28e9,Reached target <*> File Systems.,9
fa48fe96,Listening on Socket activation for snappy daemon.,5
c1c8232e,Starting LSB: automatic crash report generation...,5
d939bebe,Started Azure Linux Agent.,5
36e71184,Started Deferred execution scheduler.,5
179d2b81,Started Hyper-V File Copy Protocol Daemon.,5
f538b97b,Started D-Bus <*> Message Bus.,7
42329515,Starting <*> daemon...,10
b68084b7,Started FUSE filesystem for LXC.,5
9c2aca04,Starting Pollinate to seed the pseudo random number generator...,1
0b755803,Started Regular background program processing daemon.,5
0dfcd344,(CRON) INFO (pidfile fd = <*>),5
f73113ee,(CRON) INFO (Running @reboot jobs),5
5946521f,Started <*> daemon.,15
fce63473,Starting Permit User Sessions...,5
75ebfe87,Starting LSB: Record successful boot for GRUB...,5
ed3143cc,Starting Dispatcher daemon for systemd-networkd...,5
62b65d58,Starting <*> <*> Service...,10
92b30dcd,Started Availability of block devices.,5
b7fcb76b,"hv-fcopy-daemon.service: Main process exited, code=exited, status=<*>/FAILURE",5
0206d3ec,hv-fcopy-daemon.service: Failed with result 'exit-code'.,5
d6957a01,Started Permit User Sessions.,5
a91f3deb,mount namespace: <*>,5
0590ae93,hierarchies:,5
dbc81913,<*> fd: <*>: <*>,65
2e4b9e91,Starting Terminate Plymouth Boot Screen...,5
d7beaac3,* Starting automatic crash report generation: apport,5
74c403bb,Starting Hold until boot process finishes up...,5
496c75dc,Started Hold until boot process finishes up.,5
0151ab30,Started Terminate Plymouth Boot Screen.,5
b2e22f90,Started Serial Getty on ttyS0.,5
695db85f,* Recording successful boot for GRUB,5
6d9af0fb,Starting Set console scheme...,5
c7e62b9e,Started LSB: automatic crash report generation.,5
d55ac2ff,Started Unattended Upgrades Shutdown.,5
442d64d2,Started Set console scheme.,5
d50e6330,Created slice system-getty.slice.,5
a6e6a839,client sent challenge to [https://entropy.ubuntu.com/],1
74fc2902,Started Getty on tty1.,5
b0b3e1bf,Started LSB: Record successful boot for GRUB.,5
88b3c0a3,Started <*> <*> Service.,10
211fdedb,imuxsock: Acquired UNIX socket '/run/systemd/journal/syslog' (fd <*>) from systemd. [v8.<*>.<*>],5
65151288,rsyslogd's <*> changed to <*>,10
cf2e3ce8,"[origin software=""rsyslogd"" swVersion=""<*>.<*>.<*>"" x-pid=""<*>"" x-info=""http://www.rsyslog.com""] start",5
be94182a,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-azure (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Mon Feb <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-azure <*>.<*>.<*>),5
114429ff,[ <*>.<*>] Command line: BOOT_IMAGE=/boot/vmlinuz-<*>.<*>.<*>-<*>-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=<*>,5
965b1ec6,[ <*>.<*>] KERNEL supported cpus:,5
936b8562,[ <*>.<*>] <*> <*>,150
fde341ba,[ <*>.<*>] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers',5
a6660de3,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> <*>,14
21239b8b,[ <*>.<*>] x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers',1
94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>",10
51ae9b48,"[ <*>.<*>] x86/fpu: Enabled xstate features <*> context size is <*> bytes, using <*> format.",5
679f5927,[ <*>.<*>] BIOS-provided physical RAM map:,5
d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,25
976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,10
8f72dbf6,[ <*>.<*>] <*> <*> <*> enabled,20
a2cd9fdb,[ <*>.<*>] NX (Execute Disable) protection: active,5
271e8bd5,[ <*>.<*>] SMBIOS <*>.<*> present.,5
b20e8a2e,"[ <*>.<*>] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS <*> <*>/<*>/<*>",5
91ab13e8,[ <*>.<*>] Hypervisor detected: Microsoft Hyper-V,5
9d9bfdd0,"[ <*>.<*>] Hyper-V: features 0x2e7f, hints 0x44c2c",5
e41e7a65,[ <*>.<*>] Hyper-V Host Build:<*>-<*>.<*>-<*>-<*>.<*>,5
14bf15a5,[ <*>.<*>] Hyper-V: LAPIC Timer Frequency: 0xc<*>,5
