LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,Mar,9,10:51:43,Client02,keyboard-setup.sh[496],cannot open file /run/tmpkbd.DULnWm,f844a46d,cannot open file /run/tmpkbd.DULnWm,[]
2,Mar,9,10:51:43,Client02,systemd-modules-load[493],Inserted module 'iscsi_tcp',e2d09e15,Inserted module <*>,"[""'iscsi_tcp'""]"
3,Mar,9,10:51:43,Client02,systemd[1],Started Remount Root and Kernel File Systems.,5c9b0447,Started Remount Root and Kernel File Systems.,[]
4,Mar,9,10:51:43,Client02,systemd[1],Starting Load/Save Random Seed...,ba55b8d7,Starting Load/Save Random Seed...,[]
5,Mar,9,10:51:43,Client02,systemd[1],Starting Flush Journal to Persistent Storage...,e1db1317,Starting Flush Journal to Persistent Storage...,[]
6,Mar,9,10:51:43,Client02,systemd[1],Starting Create Static Device Nodes in /dev...,17ce3d3e,Starting Create Static Device Nodes in /dev...,[]
7,Mar,9,10:51:43,Client02,systemd[1],Started Load/Save Random Seed.,cb78deec,Started Load/Save Random Seed.,[]
8,Mar,9,10:51:43,Client02,systemd[1],Started udev Coldplug all Devices.,2ac0e54c,Started udev Coldplug all Devices.,[]
9,Mar,9,10:51:43,Client02,systemd-modules-load[493],Inserted module 'ib_iser',e2d09e15,Inserted module <*>,"[""'ib_iser'""]"
10,Mar,9,10:51:43,Client02,systemd[1],Started Load Kernel Modules.,f95692bb,Started <*> Kernel <*>,"['Load', 'Modules.']"
11,Mar,9,10:51:43,Client02,systemd[1],Starting Apply Kernel Variables...,96c375ea,Starting Apply Kernel Variables...,[]
12,Mar,9,10:51:43,Client02,systemd[1],Mounting Kernel Configuration File System...,40de610b,Mounting <*> <*> File System...,['Kernel Configuration']
13,Mar,9,10:51:43,Client02,systemd[1],Mounting FUSE Control File System...,40de610b,Mounting <*> <*> File System...,['FUSE Control']
14,Mar,9,10:51:43,Client02,systemd[1],Mounted Kernel Configuration File System.,737d7ce7,Mounted <*> <*> File System.,['Kernel Configuration']
15,Mar,9,10:51:43,Client02,systemd[1],Mounted FUSE Control File System.,737d7ce7,Mounted <*> <*> File System.,['FUSE Control']
16,Mar,9,10:51:43,Client02,systemd[1],Started Create Static Device Nodes in /dev.,11aa1702,Started Create Static Device Nodes in /dev.,[]
17,Mar,9,10:51:43,Client02,systemd[1],Started LVM2 metadata daemon.,162521f7,Started LVM2 metadata daemon.,[]
18,Mar,9,10:51:43,Client02,systemd[1],Starting udev Kernel Device Manager...,22110ed5,Starting udev Kernel Device Manager...,[]
19,Mar,9,10:51:43,Client02,systemd[1],Started Flush Journal to Persistent Storage.,7a4412e1,Started Flush Journal to Persistent Storage.,[]
