EventId,EventTemplate,Occurrences
be94182a,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-azure (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Mon Feb <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-azure <*>.<*>.<*>),7
114429ff,[ <*>.<*>] Command line: BOOT_IMAGE=/boot/vmlinuz-<*>.<*>.<*>-<*>-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=<*>,7
965b1ec6,[ <*>.<*>] KERNEL supported cpus:,7
936b8562,[ <*>.<*>] <*> <*>,209
fde341ba,[ <*>.<*>] x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers',7
c809b8c8,[ <*>.<*>] x86/fpu: Supporting XSAVE feature <*> <*> registers',14
94e7a6df,"[ <*>.<*>] x86/fpu: xstate_offset[<*>]: <*>, xstate_sizes[<*>]: <*>",7
37817a0a,"[ <*>.<*>] x86/fpu: Enabled xstate features 0x7, context size is <*> bytes, using 'standard' format.",7
679f5927,[ <*>.<*>] BIOS-provided physical RAM map:,7
d4d60197,[ <*>.<*>] BIOS-e820: [mem <*> <*>,35
976560cf,[ <*>.<*>] BIOS-e820: [mem <*> ACPI <*>,14
8f72dbf6,[ <*>.<*>] <*> <*> <*> enabled,28
a2cd9fdb,[ <*>.<*>] NX (Execute Disable) protection: active,7
271e8bd5,[ <*>.<*>] SMBIOS <*>.<*> present.,7
b20e8a2e,"[ <*>.<*>] DMI: Microsoft Corporation Virtual Machine/Virtual Machine, BIOS <*> <*>/<*>/<*>",7
91ab13e8,[ <*>.<*>] Hypervisor detected: Microsoft Hyper-V,7
9d9bfdd0,"[ <*>.<*>] Hyper-V: features 0x2e7f, hints 0x44c2c",7
e41e7a65,[ <*>.<*>] Hyper-V Host Build:<*>-<*>.<*>-<*>-<*>.<*>,7
14bf15a5,[ <*>.<*>] Hyper-V: LAPIC Timer Frequency: 0xc<*>,7
eaf7708b,[ <*>.<*>] tsc: Marking TSC unstable due to running on Hyper-V,7
db4f6103,[ <*>.<*>] Hyper-V: Using hypercall for remote TLB flush,7
835ab552,[ <*>.<*>] tsc: Detected <*>.<*> MHz processor,7
7f8f754f,[ <*>.<*>] e820: update [mem <*> usable ==> reserved,14
1f70e9aa,[ <*>.<*>] e820: remove [mem 0x000a0000-0x000fffff] usable,7
893b62e4,[ <*>.<*>] last_pfn = <*> max_arch_pfn = 0x<*>,14
1dbe8e7a,[ <*>.<*>] MTRR <*> <*> <*>,21
