EventId,EventTemplate,Occurrences
f844a46d,cannot open file /run/tmpkbd.DULnWm,7
e1db1317,Starting Flush Journal to Persistent Storage...,7
2ac0e54c,Started udev Coldplug all Devices.,6
11aa1702,Started Create Static Device Nodes in /dev.,6
22110ed5,Starting udev Kernel Device Manager...,6
e2d09e15,Inserted module <*>,14
7a4412e1,Started Flush Journal to Persistent Storage.,7
f95692bb,Started <*> Kernel <*>,14
40de610b,Mounting <*> <*> File System...,14
96c375ea,Starting Apply Kernel Variables...,7
737d7ce7,Mounted <*> <*> File System.,15
162521f7,Started LVM2 metadata daemon.,6
0964e582,Started udev Kernel Device Manager.,7
92499399,"Started Monitoring of LVM2 mirrors, snapshots etc. using dmeventd or progress polling.",6
07b8c44b,Found device <*>,14
b4c65ba8,"link_config: autonegotiation is unset or enabled, the speed and duplex are not writable.",14
5ca53dd5,Listening on Load/Save RF Kill Switch Status /dev/rfkill Watch.,7
af718609,Started Hyper-V <*> Protocol Daemon.,14
5c47e00b,KVP starting; pid is:<*>,7
ab48c2c2,KVP LIC Version: <*>.<*>,7
046d6255,Started Set the console keyboard layout.,7
2e7c532c,Started Dispatch Password Requests to Console Directory Watch.,7
34b1ff8d,Reached target Local <*> <*>,8
46c291bc,Reached target <*> File Systems (Pre).,14
aba829c1,Found device Virtual_Disk <*>,13
c85290aa,Mounting <*>,8
43d9f872,Mounted <*>,8
0ef14e86,Starting Tell Plymouth To Write Out Runtime Data...,12
cf714a33,Starting ebtables ruleset management...,7
46a50284,Starting Commit a transient machine-id on disk...,1
5be8af45,Starting Set console font and keymap...,7
c28ff93c,Starting AppArmor initialization...,7
553b6ace,Starting Create Volatile Files and Directories...,7
789c1938,Started Set console font and keymap.,7
6c9f2ba4,Started Tell Plymouth To Write Out Runtime Data.,12
e752b074,Started Commit a transient machine-id on disk.,1
0dce4002,Started Create Volatile Files and Directories.,7
efe6c9f1,Starting Network <*> <*>,14
49f78a1f,Starting Update UTMP about System Boot/Shutdown...,7
556c2007,Started ebtables ruleset management.,7
23674c1b,Started Update UTMP about System Boot/Shutdown.,7
5ec4b9d4,* Starting AppArmor profiles,7
19632b36,Started Network <*> <*>,14
f1929b07,Reached target System Time Synchronized.,7
48b736f2,Skipping profile in /etc/apparmor.d/disable: <*>,12
5917eca7,...done.,21
0996564c,Started AppArmor initialization.,7
e78729f5,Starting Initial cloud-init job (pre-networking)...,7
70e76c7a,+ [ -e /var/lib/cloud/instance/obj.pkl ],7
c5c10621,+ exit <*>,7
06949766,Internet Systems Consortium DHCP Client <*>.<*>.<*>,14
bc90b480,Copyright <*>-<*> Internet Systems Consortium.,14
1efc109b,All rights reserved.,14
137389d4,"For info, please visit https://www.isc.org/software/dhcp/",14
30801e1f,Listening on LPF/eth0/<*>:0d:3a:<*>:d5:af,14
bbadc51a,Sending on <*>,28
8692bb20,DHCPDISCOVER on eth0 to <*> port <*> interval <*> <*>,18
11199ca5,DHCPREQUEST of <*> on eth0 to <*> port <*> <*>,14
82041fd7,DHCPOFFER of <*> from <*>,14
151a0778,DHCPACK of <*> from <*>,14
032e2c6f,bound to <*> -- renewal in <*> seconds.,14
9719122c,Cloud-init v. <*>.<*>-<*>-gbb4131a2-0ubuntu1~<*>.<*>.<*> running <*> at <*> <*> Mar <*> <*>:<*>:<*> <*>. Up <*>.<*> seconds.,28
4d107eed,Started Initial cloud-init job (pre-networking).,7
3f508636,Reached target <*> <*>,60
2e322db0,Starting <*> Service...,21
d7e5ae8a,Enumeration completed,7
251593e6,Started <*> Service.,21
f4377478,eth0: Link <*>,35
85e5c000,eth0: Gained <*>,32
1968e964,eth0: Lost carrier,16
d4606850,"Network configuration changed, trying to establish connection.",21
1a01111f,"eth0: Removing non-existent address: fe80::20d:3aff:fe20:d5af/<*> (valid forever), ignoring",12
29a897b8,Starting Wait for Network to be Configured...,7
16786b5a,ignoring: lo,16
48f48d37,eth0: IPv6 successfully enabled,7
fda80c60,lo: Link is not managed by us,7
7fab82ac,message repeated <*> times: [ ignoring: lo],2
9d5e0649,Positive Trust Anchors:,7
52252e0a,. IN DS <*> <*> <*> 49aac11d7b6f6446702e54a1607371607a1a41855200fd2ce1cdde32f24e8fb<*>,7
feb133fd,. IN DS <*> <*> <*> e06d44b80b8f1d39a95c0b0d7c65d08458e880409bbc683457104237c7f8ec8d,7
be94182a,[ <*>.<*>] Linux version <*>.<*>.<*>-<*>-azure (buildd@lcy01-amd64-<*>) (gcc version <*>.<*>.<*> (Ubuntu <*>.<*>.<*>-1ubuntu1~<*>.<*>.<*>)) #<*>-Ubuntu SMP Mon Feb <*> <*>:<*>:<*> UTC <*> (Ubuntu <*>.<*>.<*>-<*>.<*>-azure <*>.<*>.<*>),7
114429ff,[ <*>.<*>] Command line: BOOT_IMAGE=/boot/vmlinuz-<*>.<*>.<*>-<*>-azure root=UUID=5604f71e-1e5f-443c-a99e-b82bb5c201df ro console=tty1 console=ttyS0 earlyprintk=ttyS0 rootdelay=<*>,7
965b1ec6,[ <*>.<*>] KERNEL supported cpus:,7
02923d72,Negative trust anchors: <*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa <*>.<*>.in-addr.arpa d.f.ip6.arpa corp home internal intranet lan local private test,7
272c99d1,Using system hostname 'Client03'.,7
50ef944c,Reached target Host and Network Name Lookups.,7
1482f31a,Reached target <*>,44
0de29e31,eth0: DHCPv4 address <*>/<*> via <*>,8
97681fc7,eth0: Configured,8
02a30c10,managing: eth<*>,7
4969deb1,Started Wait for Network to be Configured.,7
cdc459be,Starting Initial cloud-init job (metadata service crawler)...,7
6b06146e,ci-info: ++++++++++++++++++++++++++++++++++++Net device info+++++++++++++++++++++++++++++++++++++,7
08a08cfa,ci-info: <*>,63
547d2eda,ci-info: | <*> | <*> | <*> | <*> | <*> | <*> |,70
d12607e6,ci-info: ++++++++++++++++++++++++++++++Route IPv4 info+++++++++++++++++++++++++++++++,7
936b8562,[ <*>.<*>] <*> <*>,209
18f76c70,ci-info: +++++++++++++++++++Route IPv6 info+++++++++++++++++++,7
f9acf2a5,ci-info: | <*> | <*> | <*> | <*> | <*> |,28
9eb84f4a,Version <*>.<*>.<*> integrated FUSE <*>,6
966d1e94,"Mounted /dev/sdb1 (Read-Only, label ""Temporary Storage"", NTFS <*>.<*>)",6
a04e25eb,Cmdline options: ro,6
86114c71,"Mount options: ro,allow_other,nonempty,relatime,fsname=/dev/sdb1,blkdev,blksize=<*>",6
3167901f,"Ownership and permissions disabled, configuration type <*>",6
9aaebc4f,Unmounting /dev/sdb1 (Temporary Storage),6
c39f5440,Reloading.,33
3b53b44e,Generating public/private <*> key pair.,4
d16be467,Your identification has been saved in <*>,4
75d28c0d,Your public key has been saved in <*>,4
e330a02d,The key fingerprint is:,4
c784e62e,<*> root@Client<*>,4
890114fb,The key's randomart image is:,4
05a160dc,+---[RSA <*>]----+,1
1f5411c5,| <*> <*> |,3
9e2d93ad,|+.+ +. |,1
f2008f11,|oO oo |,1
901d1654,|= o o E |,1
f1f88995,|. . . . S . |,1
af12919d,|.o + . o . . |,1
aeb41103,|o = o o .. o |,1
e46b0e5a,|. o=*=o.o.. . . |,1
0367e66d,| <*> <*> .. |,2
d17318ba,+----[SHA256]-----+,4
dd21cfec,+---[DSA <*>]----+,1
ac6809bb,| =ooo. oo+*+ o.|,1
4624c061,| ..*o..o .Bo++oE.|,1
7d347917,| o ..*o*+=o..|,1
b1efce1f,| . oo= ++ .o|,1
412887fd,| S..oo . .|,1
1a87b914,| <*> <*> . <*> |,4
200498e3,| <*> |,3
98d28617,+---[ECDSA <*>]---+,1
24f17471,|+=+ ooo |,1
14b0be3e,|+o.+ o |,1
e2d2dfa0,| .. . o |,1
ed78edfc,|. .o o |,1
9827bce5,|..o+. o S |,1
61fb15ff,|.++=o= * o |,1
58a1813f,|..*oB * o o |,1
0370a7c5,|.+oo.= o . |,1
18ff2f8a,|..=*E o . |,1
2044903c,+--[ED25519 <*>]--+,1
5d67291d,| .+ .+ +.**o. |,1
76659f78,| + *. = oE++ |,1
726f6d3d,| B .. S . |,1
7c647ef1,Started Initial cloud-init job (metadata service crawler).,7
18485d6f,Reached target Network is Online.,7
fdfb28e9,Reached target <*> File Systems.,13
53251afc,Starting Availability of block devices...,7
29d363e3,Started ACPI Events Check.,7
b362abbb,Listening on <*> <*> <*> socket.,14
d39a60d5,Listening on D-Bus <*> Message Bus Socket.,10
8694f3ec,Starting Socket activation for snappy daemon.,7
d3980a7a,Started Daily Cleanup of Temporary Directories.,7
4c52e87a,Starting LXD - <*> <*>,14
43d542ce,Started Daily apt download activities.,10
be35dfa1,Started Daily apt upgrade and clean activities.,9
81d45750,Listening on <*> <*> Socket.,14
f19f71b6,Started Discard unused blocks once a week.,7
345a768e,Started Message of the Day.,11
92b30dcd,Started Availability of block devices.,7
fa48fe96,Listening on Socket activation for snappy daemon.,7
b68084b7,Started FUSE filesystem for LXC.,7
9c2aca04,Starting Pollinate to seed the pseudo random number generator...,1
75ebfe87,Starting LSB: Record successful boot for GRUB...,7
ed3143cc,Starting Dispatcher daemon for systemd-networkd...,7
36e71184,Started Deferred execution scheduler.,7
0b755803,Started Regular background program processing daemon.,7
d939bebe,Started Azure Linux Agent.,7
c1c8232e,Starting LSB: automatic crash report generation...,7
