LineId,Month,Date,Time,Type,Component,Content,EventId,EventTemplate,ParameterList
1,Mar,9,10:43:14,Client03,useradd[1220],"new group: name=akep, GID=1000",724c882e,new group: <*> GID=<*>,"['name=akep,', '1000']"
2,Mar,9,10:43:14,Client03,useradd[1220],"new user: name=akep, UID=1000, GID=1000, home=/home/akep, shell=/bin/bash",74f6c0c1,"new user: <*> UID=<*>, GID=<*>, <*> <*>","['name=akep,', '1000', '1000', 'home=/home/akep, shell=/bin/bash']"
3,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'adm',592235c8,add 'akep' to group <*>,"[""'adm'""]"
4,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'dialout',592235c8,add 'akep' to group <*>,"[""'dialout'""]"
5,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'cdrom',592235c8,add 'akep' to group <*>,"[""'cdrom'""]"
6,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'floppy',592235c8,add 'akep' to group <*>,"[""'floppy'""]"
7,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'sudo',592235c8,add 'akep' to group <*>,"[""'sudo'""]"
8,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'audio',592235c8,add 'akep' to group <*>,"[""'audio'""]"
9,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'dip',592235c8,add 'akep' to group <*>,"[""'dip'""]"
10,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'video',592235c8,add 'akep' to group <*>,"[""'video'""]"
11,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'plugdev',592235c8,add 'akep' to group <*>,"[""'plugdev'""]"
12,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'lxd',592235c8,add 'akep' to group <*>,"[""'lxd'""]"
13,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to group 'netdev',592235c8,add 'akep' to group <*>,"[""'netdev'""]"
14,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'adm',e2fa0972,add 'akep' to shadow group <*>,"[""'adm'""]"
15,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'dialout',e2fa0972,add 'akep' to shadow group <*>,"[""'dialout'""]"
16,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'cdrom',e2fa0972,add 'akep' to shadow group <*>,"[""'cdrom'""]"
17,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'floppy',e2fa0972,add 'akep' to shadow group <*>,"[""'floppy'""]"
18,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'sudo',e2fa0972,add 'akep' to shadow group <*>,"[""'sudo'""]"
19,Mar,9,10:43:14,Client03,useradd[1220],add 'akep' to shadow group 'audio',e2fa0972,add 'akep' to shadow group <*>,"[""'audio'""]"
